id,income,education,gender,age,union,height,weight,surveydate
5887,60000,11,male,46,no,173,140,7/13/15
5888,12000,1,female,44,yes,160,110,7/22/15
5889,2000,4,female,58,no,158,142,7/28/15
5890,30000,9,female,40,yes,160,90,7/22/15
5891,10000,1,female,62,no,160,120,7/22/15
5892,0,13,female,26,yes,160,100,7/16/15
5893,60000,4,male,31,no,175,130,7/24/15
5894,30000,4,male,71,no,170,100,7/25/15
5895,36000,9,male,50,yes,172,155,7/25/15
5896,10000,7,female,34,no,169,130,7/22/15
5897,10000,4,male,61,no,170,140,7/18/15
5898,4000,3,female,60,no,160,120,7/15/15
5899,16000,6,female,52,used to be,160,102,7/22/15
5900,0,10,female,27,no,165,100,7/21/15
5901,3000,3,female,43,no,160,130,7/21/15
5902,0,4,female,53,no,160,135,7/13/15
5903,0,11,male,31,used to be,180,176,7/15/15
5904,400,3,female,51,no,156,110,7/12/15
5905,9000,4,female,26,no,158,115,7/15/15
5906,0,1,male,66,no,167,147,7/18/15
5907,0,4,male,57,yes,175,130,7/27/15
5908,12000,3,male,71,no,172,120,7/21/15
5909,45000,5,male,47,no,170,140,7/25/15
5910,600,3,male,71,no,175,110,7/12/15
5911,0,1,female,70,no,160,114,7/25/15
5912,30000,7,male,33,no,175,150,7/19/15
5913,24000,7,female,56,yes,159,150,7/13/15
5914,0,6,female,64,no,155,120,7/13/15
5915,10000,4,female,37,no,160,110,7/25/15
5916,10000,4,female,47,no,155,150,7/15/15
5917,20000,6,male,63,used to be,170,130,7/27/15
5918,0,4,female,50,no,165,125,7/15/15
5919,0,4,female,27,no,162,110,7/19/15
5920,3000,3,female,46,no,165,150,7/25/15
5921,0,12,male,23,no,178,150,7/16/15
5922,0,10,male,21,no,175,125,7/22/15
5923,0,4,female,21,no,145,130,7/18/15
5924,10000,4,male,42,no,173,140,7/21/15
5925,0,3,female,63,no,159,120,7/13/15
5926,60000,10,male,33,no,170,200,7/27/15
5927,10000,1,female,61,no,155,90,7/28/15
5928,32400,4,male,75,no,170,124,7/16/15
5929,50000,6,female,58,yes,163,140,7/16/15
5930,20000,6,male,27,no,170,110,7/25/15
5931,0,7,female,31,no,170,150,7/24/15
5932,20000,3,female,48,no,165,130,7/22/15
5933,8000,4,female,35,no,155,80,7/24/15
5934,20000,6,female,52,yes,165,110,7/13/15
5935,10000,3,male,43,no,165,120,7/28/15
5936,10000,4,female,63,no,155,80,7/25/15
5937,12000,4,female,52,no,170,105,7/25/15
5938,0,4,female,43,no,165,120,7/12/15
5939,4000,4,male,46,no,165,113,7/15/15
5940,10000,4,female,42,no,160,110,7/15/15
5941,10000,4,female,47,no,152,102,7/27/15
5942,22000,9,female,57,used to be,156,130,7/25/15
5943,24000,8,female,69,no,160,106,7/27/15
5944,20000,6,male,40,no,178,170,7/22/15
5945,0,1,female,74,no,160,135,7/13/15
5946,0,1,female,60,no,163,100,7/24/15
5947,20000,4,male,20,no,170,135,7/16/15
5948,30000,1,male,56,no,166,120,7/18/15
5949,1000,1,male,65,no,163,90,7/15/15
5950,13000,7,male,20,no,169,104,7/12/15
5951,0,9,female,21,no,160,86,7/27/15
5952,5000,4,female,53,no,160,110,7/22/15
5953,15000,7,male,57,no,170,160,7/12/15
5954,10000,4,male,50,no,170,140,7/15/15
5955,36000,10,female,47,no,168,140,7/25/15
5956,35000,1,female,52,no,168,130,7/22/15
5957,10000,4,male,47,no,174,180,7/16/15
5958,30000,6,female,48,no,160,106,7/25/15
5959,20000,4,male,58,no,175,136,7/22/15
5960,30000,4,male,82,used to be,170,180,7/13/15
5961,0,1,female,79,no,155,80,7/12/15
5962,6000,4,female,39,no,160,103,7/12/15
5963,24000,9,female,68,yes,170,120,7/25/15
5964,0,3,female,52,no,162,110,7/12/15
5965,10000,4,male,30,no,176,145,7/27/15
5966,1000,1,female,66,no,160,94,7/19/15
5967,720,4,male,78,no,170,90,7/21/15
5968,2320,1,male,82,no,165,125,7/24/15
5969,60000,4,male,43,no,167,130,7/19/15
5970,0,6,male,18,no,179,140,7/13/15
5971,3500,3,male,75,no,160,99,7/15/15
5972,0,1,female,50,no,164,118,7/24/15
5973,0,3,female,37,no,167,140,7/27/15
5974,24000,4,female,67,used to be,160,120,7/25/15
5975,20000,5,male,44,no,171,130,7/24/15
5976,15000,7,female,29,no,162,180,7/16/15
5977,15000,3,male,72,no,175,170,7/21/15
5978,18000,4,male,70,no,165,100,7/21/15
5979,1000,10,male,21,no,173,140,7/15/15
5980,40000,4,male,46,no,173,65,7/27/15
5981,0,6,female,40,no,160,100,7/24/15
5982,0,6,female,53,no,157,88,7/13/15
5983,24000,4,female,45,no,160,120,7/27/15
5984,50000,6,male,45,yes,173,120,7/25/15
5985,20000,3,female,73,used to be,157,120,7/16/15
5986,15000,9,male,45,no,167,164,7/21/15
5987,20000,3,female,50,no,160,120,7/24/15
5988,30000,2,female,76,no,158,108,7/27/15
5989,20000,11,female,30,no,160,100,7/27/15
5990,10000,3,female,42,no,162,110,7/28/15
5991,5000,3,female,52,no,160,120,7/21/15
5992,3000,3,female,45,yes,167,80,7/12/15
5993,1.00E+05,10,male,28,no,175,170,7/19/15
5994,30000,4,male,24,no,170,120,7/28/15
5995,0,1,female,67,no,157,110,7/24/15
5996,10000,4,male,57,no,167,115,7/12/15
5997,4000,1,female,55,no,160,120,7/12/15
5998,20000,3,female,36,no,169,120,7/16/15
5999,1220,1,female,80,no,152,80,7/21/15
6000,40000,4,male,31,no,167,130,7/24/15
6001,0,4,female,25,no,165,92,7/28/15
6002,10000,6,male,49,yes,173,160,7/25/15
6003,30000,11,female,50,yes,160,114,7/25/15
6004,25000,6,male,43,no,172,130,7/25/15
6005,0,6,female,43,no,162,65,7/27/15
6006,5000,3,male,45,no,178,140,7/12/15
6007,15000,3,male,64,no,164,100,7/18/15
6008,2400,1,female,61,no,153,120,7/15/15
6009,0,4,female,48,no,158,120,7/21/15
6010,0,12,male,21,no,180,148,7/16/15
6011,0,12,female,20,no,163,120,7/19/15
6012,10000,4,female,25,no,160,100,7/18/15
6013,10000,6,male,27,no,167,130,7/25/15
6014,1500,1,female,83,no,158,120,7/24/15
6015,50000,6,female,45,no,163,110,7/27/15
6016,2000,4,male,76,used to be,170,130,7/22/15
6017,25000,4,male,44,no,173,170,7/19/15
6018,4000,6,female,54,used to be,156,110,7/16/15
6019,15000,3,female,54,no,170,110,7/18/15
6020,50000,4,male,68,no,167,100,7/15/15
6021,0,1,female,65,no,160,125,7/12/15
6022,20000,4,female,35,no,165,90,7/27/15
6023,3000,3,female,47,no,163,100,7/28/15
6024,3000,12,male,20,no,175,125,7/25/15
6025,0,1,female,47,no,158,124,7/18/15
6026,30000,5,male,26,no,174,136,7/27/15
6027,0,1,male,77,no,170,140,7/22/15
6028,20000,3,female,39,no,160,110,7/24/15
6029,20000,11,female,44,yes,155,120,7/25/15
6030,0,6,male,18,no,173,120,7/25/15
6031,10000,9,male,34,no,185,180,7/25/15
6032,24000,7,male,79,used to be,170,130,7/25/15
6033,3000,1,female,71,no,158,100,7/21/15
6034,30000,4,female,36,no,163,120,7/27/15
6035,26000,3,female,68,yes,156,130,7/25/15
6036,35000,9,male,51,yes,170,150,7/22/15
6037,9000,6,male,21,no,175,130,7/19/15
6038,10000,1,male,66,no,167,110,7/18/15
6039,0,3,female,50,no,160,110,7/22/15
6040,0,4,female,46,no,157,130,7/16/15
6041,8000,4,male,53,no,178,160,7/28/15
6042,5000,3,female,25,no,145,80,7/21/15
6043,12000,3,female,50,no,160,124,7/19/15
6044,5000,1,female,64,no,163,100,7/28/15
6045,1120,2,female,77,no,158,95,7/21/15
6046,30000,3,male,39,no,170,140,7/28/15
6047,0,6,female,20,no,164,120,7/16/15
6048,50000,10,female,31,no,162,110,7/25/15
6049,20000,3,male,67,no,160,110,7/21/15
6050,2000,6,male,61,no,170,120,7/12/15
6051,10000,3,female,56,no,160,150,7/21/15
6052,5000,1,female,57,no,150,100,7/18/15
6053,0,1,female,70,no,157,120,7/21/15
6054,10000,12,female,29,no,162,105,7/19/15
6055,10000,4,female,43,no,165,110,7/28/15
6056,40000,4,male,45,no,178,140,7/22/15
6057,25000,4,male,48,no,170,150,7/19/15
6058,2400,7,female,63,yes,156,130,7/13/15
6059,0,3,female,20,no,155,120,7/24/15
6060,10000,6,female,54,no,160,120,7/16/15
6061,40000,3,male,37,no,170,140,7/22/15
6062,26500,1,female,68,used to be,165,130,7/25/15
6063,2999,4,male,64,no,170,120,7/12/15
6064,2000,3,female,71,no,159,102,7/21/15
6065,1000,1,female,60,no,160,110,7/21/15
6066,20000,6,female,45,no,162,110,7/22/15
6067,0,3,female,67,no,160,120,7/13/15
6068,5000,4,female,72,no,156,110,7/25/15
6069,80000,1,male,60,no,170,120,7/15/15
6070,5000,4,female,58,no,157,137,7/27/15
6071,0,3,female,38,no,165,130,7/12/15
6072,3000,4,male,61,no,174,140,7/12/15
6073,45000,4,male,44,no,170,160,7/28/15
6074,30000,7,male,30,no,173,120,7/15/15
6075,4000,6,male,64,no,171,135,7/15/15
6076,0,4,female,27,no,158,50,7/13/15
6077,10000,6,male,59,no,172,110,7/22/15
6078,0,12,male,21,no,171,120,7/16/15
6079,10000,12,male,25,no,170,140,7/19/15
6080,24000,12,female,23,no,156,110,7/13/15
6081,0,4,female,18,no,156,102,7/21/15
6082,80000,12,male,22,no,180,130,7/27/15
6083,700,3,male,81,no,168,102,7/21/15
6084,0,4,male,62,no,175,130,7/12/15
6085,0,1,female,89,no,165,70,7/12/15
6086,3000,1,female,50,no,155,100,7/16/15
6087,40000,6,male,30,yes,176,140,7/16/15
6088,1000,1,male,66,no,167,90,7/22/15
6089,24000,6,male,68,no,170,130,7/27/15
6090,40000,10,female,35,no,163,100,7/25/15
6091,2600,1,female,45,no,155,105,7/18/15
6092,30000,6,female,44,no,172,120,7/25/15
6093,0,1,female,45,no,160,110,7/18/15
6094,1500,4,female,44,no,158,120,7/21/15
6095,3999,3,male,42,no,173,170,7/15/15
6096,16000,3,female,60,yes,157,140,7/13/15
6097,20000,9,female,44,yes,160,106,7/25/15
6098,5000,3,male,55,no,175,120,7/28/15
6099,3000,3,female,50,no,160,100,7/27/15
6100,36000,4,female,70,used to be,160,90,7/25/15
6101,12000,4,female,43,no,170,130,7/19/15
6102,0,4,female,42,no,175,150,7/25/15
6103,10000,3,male,26,no,180,150,7/25/15
6104,3000,4,male,65,no,168,140,7/15/15
6105,0,1,female,69,no,150,90,7/15/15
6106,6000,4,female,50,no,155,100,7/16/15
6107,20000,6,male,51,no,171,120,7/21/15
6108,20000,4,female,55,used to be,160,170,7/25/15
6109,45000,3,male,60,no,170,150,7/21/15
6110,2000,3,female,48,no,160,110,7/28/15
6111,0,1,male,70,yes,180,160,7/13/15
6112,2000,12,female,22,no,158,110,7/22/15
6113,20000,4,female,47,no,165,100,7/22/15
6114,1000,1,male,70,no,170,120,7/19/15
6115,0,6,male,59,no,170,124,7/12/15
6116,50000,4,female,23,no,160,126,7/19/15
6117,1000,1,female,67,no,158,144,7/18/15
6118,7000,4,male,61,yes,170,140,7/15/15
6119,6500,1,female,64,no,162,105,7/28/15
6120,4000,1,male,60,no,160,110,7/28/15
6121,500,1,male,67,no,150,120,7/15/15
6122,960,6,female,62,no,160,112,7/25/15
6123,0,3,female,66,no,162,170,7/16/15
6124,0,1,female,61,no,160,120,7/18/15
6125,240,12,female,21,no,160,92,7/12/15
6126,0,1,female,75,yes,158,100,7/27/15
6127,40000,10,male,41,no,176,145,7/27/15
6128,1.00E+05,4,male,37,used to be,174,150,7/13/15
6129,0,4,female,74,no,169,115,7/21/15
6130,20000,3,male,53,no,170,130,7/28/15
6131,3000,6,female,52,no,160,100,7/22/15
6132,2000,1,female,70,no,160,120,7/28/15
6133,1500,1,female,69,no,163,100,7/15/15
6134,0,6,female,19,no,165,96,7/15/15
6135,0,12,female,19,no,172,110,7/16/15
6136,50000,3,female,35,no,158,116,7/27/15
6137,0,12,female,22,no,164,120,7/22/15
6138,20000,12,male,40,yes,170,128,7/24/15
6139,3000,1,male,70,no,155,120,7/18/15
6140,24000,10,male,36,yes,175,170,7/24/15
6141,5000,3,male,58,no,170,120,7/16/15
6142,0,6,female,26,no,166,90,7/22/15
6143,20000,4,male,23,no,168,140,7/16/15
6144,25000,3,female,37,no,165,100,7/27/15
6145,0,6,female,38,used to be,160,120,7/13/15
6146,9991500,4,female,65,no,160,118,7/18/15
6147,20000,12,male,23,no,170,110,7/21/15
6148,8000,1,female,60,no,165,80,7/27/15
6149,0,3,female,69,no,160,130,7/16/15
6150,8000,4,male,52,no,174,130,7/21/15
6151,15000,1,male,58,no,180,160,7/28/15
6152,0,4,female,49,used to be,166,130,7/22/15
6153,50000,6,male,27,no,183,160,7/16/15
6154,34000,11,female,45,yes,160,114,7/22/15
6155,24000,6,female,62,no,170,168,7/19/15
6156,10720,3,male,71,no,170,180,7/18/15
6157,0,12,male,23,no,174,114,7/21/15
6158,0,6,male,18,no,175,100,7/18/15
6159,2000,3,male,70,no,174,110,7/27/15
6160,0,12,male,22,no,180,160,7/25/15
6161,8000,1,female,60,no,155,120,7/19/15
6162,6000,2,male,81,no,169,126,7/21/15
6163,0,3,female,65,no,160,110,7/22/15
6164,0,1,female,73,no,165,110,7/27/15
6165,0,12,female,22,no,160,110,7/21/15
6166,3500,12,male,22,no,175,130,7/27/15
6167,3000,3,female,65,no,158,120,7/28/15
6168,30000,3,male,49,no,170,140,7/18/15
6169,20000,3,male,47,no,175,160,7/16/15
6170,0,1,female,65,no,160,120,7/22/15
6171,20000,4,female,48,no,163,110,7/16/15
6172,20000,3,female,60,used to be,158,120,7/27/15
6173,10000,3,female,31,no,165,110,7/12/15
6174,960,1,female,65,no,160,90,7/12/15
6175,15000,3,female,70,no,158,120,7/25/15
6176,0,4,female,26,no,162,120,7/13/15
6177,30000,6,male,41,yes,174,135,7/19/15
6178,0,4,female,56,no,165,130,7/24/15
6179,24000,4,female,30,no,160,128,7/19/15
6180,80000,6,male,31,yes,175,150,7/19/15
6181,15000,3,female,75,no,150,130,7/16/15
6182,40000,4,male,49,no,173,140,7/16/15
6183,1000,1,female,62,no,158,106,7/13/15
6184,24000,3,male,68,used to be,170,120,7/22/15
6185,0,4,female,39,no,166,110,7/13/15
6186,0,13,female,23,no,170,105,7/17/15
6187,10000,3,male,43,no,175,160,7/27/15
6188,0,1,female,45,no,160,120,7/18/15
6189,6000,4,female,58,no,155,130,7/18/15
6190,2000,3,female,61,no,160,120,7/28/15
6191,0,1,female,58,no,163,100,7/13/15
6192,0,3,female,28,no,162,95,7/16/15
6193,3000,4,female,50,no,165,110,7/13/15
6194,0,6,male,19,no,172,110,7/22/15
6195,0,1,female,72,no,160,120,7/21/15
6196,15000,6,male,36,no,167,120,7/13/15
6197,2700,4,male,64,used to be,169,110,7/19/15
6198,600,1,male,67,no,160,125,7/19/15
6199,25000,6,male,71,used to be,176,155,7/16/15
6200,10000,3,male,53,no,165,110,7/19/15
6201,0,3,female,65,no,158,98,7/13/15
6202,0,3,male,39,no,159,110,7/12/15
6203,5000,4,male,65,no,170,130,7/24/15
6204,4000,3,female,54,no,160,110,7/28/15
6205,0,11,female,21,no,167,105,7/16/15
6206,0,3,male,70,no,167,100,7/28/15
6207,2000,1,male,73,no,170,100,7/12/15
6208,0,1,male,60,no,170,100,7/19/15
6209,60000,6,male,26,no,172,160,7/13/15
6210,7000,3,female,63,no,155,125,7/27/15
6211,7000,4,female,50,no,160,90,7/22/15
6212,25000,6,female,35,yes,168,105,7/19/15
6213,5000,1,female,72,no,155,90,7/22/15
6214,3000,3,male,68,no,155,130,7/15/15
6215,720,1,female,84,no,155,85,7/18/15
6216,0,1,male,80,no,165,135,7/21/15
6217,35000,4,male,46,no,175,175,7/24/15
6218,2000,1,female,70,no,156,100,7/15/15
6219,0,1,female,47,no,150,124,7/12/15
6220,15000,3,female,58,no,163,130,7/18/15
6221,1100,3,female,49,no,162,110,7/12/15
6222,5000,2,male,69,no,172,140,7/18/15
6223,0,3,female,42,no,164,120,7/28/15
6224,75000,3,male,54,no,170,130,7/28/15
6225,0,10,female,27,no,163,130,7/12/15
6226,5000,3,male,71,no,167,150,7/24/15
6227,10000,4,female,49,no,158,110,7/27/15
6228,40000,6,female,34,no,160,120,7/27/15
6229,1300,3,female,72,used to be,158,89,7/16/15
6230,2500,6,female,61,yes,160,120,7/16/15
6231,1700,4,male,75,no,160,100,7/15/15
6232,1000,1,female,87,no,160,100,7/18/15
6233,20000,4,male,27,no,176,170,7/24/15
6234,0,3,female,48,no,165,150,7/13/15
6235,15000,1,female,63,no,160,110,7/15/15
6236,0,1,female,85,no,155,80,7/21/15
6237,45000,4,female,39,no,156,105,7/12/15
6238,0,3,female,39,no,168,130,7/27/15
6239,20000,4,female,51,no,162,120,7/27/15
6240,50000,4,male,41,no,170,160,7/18/15
6241,8000,1,female,42,no,158,160,7/18/15
6242,948,1,female,78,no,150,110,7/24/15
6243,40000,6,male,54,no,168,140,7/21/15
6244,0,6,female,26,no,164,112,7/15/15
6245,3000,1,male,65,no,165,98,7/15/15
6246,0,3,female,51,no,157,105,7/27/15
6247,15000,3,male,63,no,165,120,7/27/15
6248,3000,1,male,59,no,173,120,7/28/15
6249,40000,11,male,43,no,173,150,7/27/15
6250,20000,6,female,52,no,160,130,7/24/15
6251,12000,3,female,45,no,157,140,7/28/15
6252,30000,4,male,30,no,177,150,7/24/15
6253,0,1,female,40,no,165,110,7/18/15
6254,10000,3,female,47,no,160,110,7/18/15
6255,15000,4,male,48,no,160,120,7/12/15
6256,5000,6,male,62,no,175,140,7/12/15
6257,0,3,female,33,no,158,140,7/15/15
6258,2900,3,female,48,no,163,130,7/12/15
6259,0,1,female,81,no,155,90,7/15/15
6260,3000,1,male,68,no,168,110,7/15/15
6261,0,6,male,19,no,175,130,7/18/15
6262,0,4,male,41,no,160,135,7/13/15
6263,30000,3,male,66,no,174,120,7/18/15
6264,0,1,female,62,no,162,125,7/28/15
6265,0,1,female,71,no,157,80,7/18/15
6266,0,3,female,50,no,165,115,7/12/15
6267,720,1,female,80,no,153,110,7/19/15
6268,1000,1,female,87,no,157,90,7/22/15
6269,30000,10,male,25,no,170,115,7/22/15
6270,3000,3,female,66,no,145,110,7/18/15
6271,30000,3,male,40,no,170,120,7/27/15
6272,30000,4,male,39,no,173,130,7/24/15
6273,10000,3,male,61,no,167,120,7/28/15
6274,500,4,male,64,no,170,140,7/19/15
6275,6000,10,male,49,no,170,150,7/21/15
6276,50000,4,female,51,no,157,100,7/22/15
6277,20000,7,male,53,no,166,135,7/12/15
6278,600,1,male,93,no,156,110,7/18/15
6279,2500,3,male,76,no,155,110,7/15/15
6280,0,4,female,59,no,160,110,7/22/15
6281,62000,6,male,57,no,173,110,7/27/15
6282,3000,3,female,50,no,163,120,7/24/15
6283,3300,1,male,65,no,167,130,7/19/15
6284,720,3,female,70,no,153,120,7/19/15
6285,5000,4,male,61,no,169,130,7/21/15
6286,30000,1,male,64,no,175,134,7/12/15
6287,0,4,female,24,no,160,90,7/15/15
6288,15000,4,male,42,no,170,105,7/24/15
6289,14000,1,female,61,no,152,110,7/21/15
6290,17000,3,male,39,no,169,160,7/18/15
6291,7000,3,male,71,no,165,125,7/15/15
6292,1720,1,female,62,no,160,110,7/24/15
6293,1500,1,female,75,no,150,85,7/28/15
6294,8000,1,female,60,no,155,100,7/18/15
6295,30000,6,male,28,no,173,125,7/18/15
6296,7000,6,male,62,no,172,130,7/15/15
6297,10000,1,female,69,no,157,120,7/21/15
6298,0,1,female,60,no,165,120,7/18/15
6299,20000,10,male,71,used to be,169,147,7/18/15
6300,700,3,male,80,no,165,100,7/13/15
6301,4000,3,male,57,no,170,135,7/15/15
6302,6000,3,female,61,no,157,120,7/21/15
6303,20000,4,female,48,no,160,120,7/28/15
6304,25000,3,female,42,no,165,125,7/28/15
6305,25000,6,male,72,used to be,168,110,7/22/15
6306,30000,4,male,43,no,170,140,7/24/15
6307,600,3,female,68,no,150,120,7/13/15
6308,1000,1,female,67,no,158,110,7/13/15
6309,0,4,male,72,no,165,140,7/21/15
6310,4000,4,female,45,no,158,90,7/28/15
6311,5000,4,female,53,no,156,110,7/28/15
6312,0,3,female,59,no,160,140,7/28/15
6313,800,1,male,58,no,165,120,7/13/15
6314,10000,3,male,83,no,170,140,7/21/15
6315,3300,1,female,57,no,162,100,7/12/15
6316,1000,1,female,70,no,155,100,7/28/15
6317,5000,1,female,69,no,156,100,7/18/15
6318,3000,12,male,21,no,173,125,7/24/15
6319,0,4,female,26,no,167,122,7/19/15
6320,30000,4,male,25,no,165,120,7/28/15
6321,26000,4,male,24,no,175,135,7/13/15
6322,10000,4,female,50,no,159,80,7/22/15
6323,0,4,male,39,no,170,117,7/13/15
6324,3000,1,female,65,no,160,110,7/15/15
6325,16000,3,male,70,no,170,110,7/19/15
6326,0,1,female,73,no,157,120,7/22/15
6327,10000,3,male,47,no,165,110,7/28/15
6328,5000,1,male,64,no,176,110,7/28/15
6329,1000,3,male,62,no,172,130,7/28/15
6330,10000,4,male,52,no,175,130,7/12/15
6331,0,3,female,48,no,162,130,7/12/15
6332,0,1,female,71,no,159,80,7/12/15
6333,30000,3,male,47,no,175,110,7/28/15
6334,2400,3,female,46,no,160,100,7/24/15
6335,30000,3,female,38,no,163,100,7/28/15
6336,500,1,male,65,no,167,140,7/28/15
6337,2000,4,female,53,no,165,115,7/28/15
6338,16000,3,male,74,no,160,140,7/15/15
6339,3000,4,male,61,no,162,128,7/13/15
6340,25000,4,male,23,no,170,150,7/12/15
6341,12000,1,female,48,no,172,150,7/21/15
6342,20000,1,male,67,no,158,120,7/19/15
6343,1000,1,male,74,no,160,110,7/19/15
6344,36000,10,male,65,used to be,162,126,7/22/15
6345,6000,3,male,67,no,170,130,7/21/15
6346,1000,3,male,67,no,170,120,7/24/15
6347,0,4,female,32,no,157,100,7/13/15
6348,30000,6,male,57,no,165,110,7/18/15
6349,720,3,female,71,no,158,120,7/24/15
6350,15000,6,male,30,no,171,135,7/24/15
6351,5000,3,female,22,no,160,100,7/18/15
6352,4500,1,female,60,no,160,104,7/19/15
6353,10000,4,male,48,no,160,120,7/21/15
6354,1500,4,female,63,no,155,125,7/24/15
6355,960,3,male,68,no,175,180,7/24/15
6356,29000,4,female,41,no,155,110,7/24/15
6357,75000,12,female,29,no,165,110,7/21/15
6358,20000,4,male,26,no,160,100,7/24/15
6359,20000,4,female,39,no,160,120,7/24/15
6360,20000,6,male,55,no,170,126,7/24/15
6361,0,1,female,49,no,155,125,7/15/15
6362,0,12,male,20,no,175,130,7/19/15
6363,100,1,female,71,no,150,110,7/17/15
6364,15000,4,male,46,no,165,130,7/20/15
6365,18000,4,female,29,no,165,100,7/18/15
6366,25000,4,male,37,no,178,130,7/18/15
6367,5500,3,male,65,no,158,120,7/15/15
6368,0,4,female,51,no,155,130,7/19/15
6369,30000,4,male,37,no,168,150,7/15/15
6370,1000,3,female,63,no,156,111,7/19/15
6371,0,4,female,52,no,160,110,7/15/15
6372,5000,6,female,65,no,158,120,7/19/15
6373,48000,4,female,30,no,163,100,7/16/15
6374,0,4,female,34,no,165,50,7/15/15
6375,0,6,male,53,no,170,150,7/15/15
6376,20000,6,male,59,no,170,146,7/18/15
6377,25000,7,male,52,no,170,150,7/18/15
6378,8000,6,female,28,no,159,120,7/15/15
6379,10000,1,female,51,no,155,80,7/16/15
6380,12000,4,female,47,no,148,98,7/21/15
6381,12000,4,male,36,no,178,150,7/19/15
6382,24000,8,female,77,used to be,158,140,7/20/15
6383,50000,7,male,44,no,165,120,7/18/15
6384,10000,3,female,48,no,163,150,7/14/15
6385,50000,3,male,65,no,165,130,7/18/15
6386,800,12,female,20,no,168,104,7/20/15
6387,12000,3,female,60,no,154,110,7/15/15
6388,30000,9,female,53,yes,162,120,7/18/15
6389,0,1,female,75,no,161,80,7/14/15
6390,5000,4,female,48,yes,167,140,7/19/15
